year,manufacturer,make,make/model,thefts,production,rate,type,horsepower,reliability,price
2012,NISSAN,NISSAN,frontier pickup,39,71502,0.55,Truck,261,88,15000
2012,VOLVO,VOLVO,XC 70,3,5507,0.54,MPV,240,82,15000
2006,TOYOTA,TOYOTA,highlander,96,176213,0.54,MPV,215,80,8000
2014,HONDA,HONDA,pilot,15,27550,0.54,MPV,250,90,20000
2014,AUDI,AUDI,Q5,21,38610,0.54,MPV,272,80,19000
2014,TOYOTA,TOYOTA,tacoma pickup,76,139852,0.54,Truck,236,87,18000
2009,TOYOTA,LEXUS,GS,3,5537,0.54,Car,303,87,8000
2011,GENERAL MOTORS,CADILLAC,SRX,32,0,0.54,MPV,265,83,12000
2006,BMW,BMW,x3,15,27743,0.54,MPV,215,72,6000
2012,NISSAN,NISSAN,rogue,76,140561,0.54,MPV,0,0,0
2014,MERCEDES-BENZ,MERCEDES-BENZ,smart fortwo,4,7428,0.54,Car,89,65,12000
2011,VOLKSWAGEN,VOLKSWAGEN,cc,7,0,0.54,Car,200,80,10000
2012,TOYOTA,LEXUS,IS,17,31725,0.54,Car,0,0,0
2012,VOLKSWAGEN,VOLKSWAGEN,tiguan,16,29862,0.54,MPV,200,75,12000
2013,SUBARU,SUBARU,xv crosstrek,26,48547,0.54,MPV,148,85,16000
2008,VOLVO,VOLVO,V 50,1,1875,0.53,Car,168,81,6000
2006,MAZDA,MAZDA,mx-5 miata,11,20688,0.53,Car,0,0,0
2004,NISSAN,INFINITI,FX45,2,3762,0.53,MPV,315,85,6000
2013,HYUNDAI,HYUNDAI,tucson,30,56509,0.53,MPV,164,84,12000
2014,CHRYSLER,JEEP,CHEROKEE,84,158441,0.53,MPV,271,75,12700
2011,CHRYSLER,DODGE,JOURNEY,17,0,0.53,MPV,283,65,8000
2005,FORD MOTOR CO,FORD,FREESTYLE,40,75643,0.53,MPV,203,80,4500
2014,FORD MOTOR CO,LINCOLN,MKX,9,17058,0.53,MPV,305,85,15000
2005,HONDA,HONDA,odyssey van,85,161742,0.53,MPV,255,87,5000
2005,FORD MOTOR CO,FORD,GT,1,1907,0.52,Car,550,80,300000
2007,MAZDA,MAZDA,mx-5 miata,7,13353,0.52,Car,170,80,8000
2011,VOLKSWAGEN,VOLKSWAGEN,eos,1,0,0.52,Car,200,74,8000
2009,VOLKSWAGEN,VOLKSWAGEN,eos,5,9562,0.52,Car,0,0,0
2013,HONDA,HONDA,civic,189,361723,0.52,Car,140,86,10000
2012,SUBARU,SUBARU,impreza,35,67058,0.52,Car,148,82,10000
2009,BMW,BMW,3,44,84350,0.52,Car,230,80,15000
2011,NISSAN,NISSAN,rogue,72,0,0.52,MPV,170,82,10000
2012,AUDI,AUDI,S4/S5,4,7710,0.52,Car,0,0,0
2013,MAZDA,MAZDA,cx-5,28,54087,0.52,MPV,155,82,12000
2011,FORD MOTOR CO,FORD,FLEX,17,0,0.52,MPV,262,80,11000
2006,SUBARU,SUBARU,forester,28,54405,0.51,Car,165,82,6000
2010,VOLKSWAGEN,VOLKSWAGEN,tiguan,9,17505,0.51,MPV,200,67,10000
2012,TOYOTA,TOYOTA,highlander,68,132822,0.51,MPV,270,89,15000
2014,NISSAN,NISSAN,rogue,81,158256,0.51,MPV,170,75,12000
2008,VOLVO,VOLVO,C30,3,5865,0.51,Car,218,76,10000
2011,AUDI,AUDI,S4/S5,4,0,0.51,Car,333,80,25000
2009,VOLKSWAGEN,VOLKSWAGEN,passat,16,31310,0.51,Car,0,0,0
2010,BMW,BMW,1,3,5890,0.51,Car,230,78,12000
2011,PORSCHE,PORSCHE,911,3,0,0.51,Car,345,90,68000
2012,TOYOTA,TOYOTA,tacoma pickup,65,127812,0.51,Truck,236,78,13000
2013,SUBARU,SUBARU,outback,60,118349,0.51,MPV,173,84,15000
2013,NISSAN,NISSAN,murano,18,35506,0.51,MPV,260,80,12000
2010,HONDA,HONDA,insight,22,43523,0.51,Car,98,82,8000
2014,FORD MOTOR CO,FORD,ESCAPE,187,370239,0.51,MPV,240,80,12000
2008,AUDI,AUDI,TT,4,7925,0.5,Car,0,0,0
2014,TOYOTA,LEXUS,RX,28,55586,0.5,MPV,270,86,26000
2010,TOYOTA,LEXUS,IS,21,41696,0.5,Car,204,82,12000
2005,SAAB,SAAB,9-7x,1,1999,0.5,MPV,290,80,6000
2014,MAZDA,MAZDA,cx-5,49,98354,0.5,MPV,184,86,12000
2006,FORD MOTOR CO,MERCURY,MONTEREY VAN,2,4017,0.5,MPV,203,80,31000
2004,HONDA,HONDA,odyssey van,66,132919,0.5,MPV,255,85,5000
2014,SUBARU,SUBARU,impreza,34,68503,0.5,Car,148,82,15000
2013,HONDA,HONDA,cr-z,2,4032,0.5,Car,130,78,15000
2006,HONDA,HONDA,pilot,73,147629,0.49,MPV,244,82,7000
2014,NISSAN,NISSAN,juke,16,32415,0.49,Car,188,79,10000
2010,NISSAN,NISSAN,rogue,44,89165,0.49,MPV,170,80,8000
2004,TOYOTA,TOYOTA,avalon,25,50663,0.49,Car,280,82,5500
2010,TOYOTA,TOYOTA,RAV4,89,180634,0.49,MPV,180,88,10000
2012,NISSAN,NISSAN,xterra,11,22343,0.49,MPV,261,86,10000
2013,SUBARU,SUBARU,forester,21,42779,0.49,MPV,0,0,0
2009,GENERAL MOTORS,SATURN,SKY,2,4078,0.49,Car,260,79,20000
2008,TOYOTA,TOYOTA,prius,84,171762,0.49,Car,76,90,8000
2011,NISSAN,NISSAN,frontier pickup,23,0,0.49,Truck,261,85,13000
2006,SAAB,SAAB,43711,11,22542,0.49,Car,220,75,12000
2007,VOLVO,VOLVO,XC 90,15,30762,0.49,MPV,272,78,7000
2012,TOYOTA,TOYOTA,sienna van,55,112906,0.49,MPV,266,88,15000
2008,HYUNDAI,HYUNDAI,entourage van,4,8217,0.49,MPV,250,80,8000
2011,SUBARU,SUBARU,impreza,24,0,0.49,Car,170,88,14000
2013,HYUNDAI,HYUNDAI,veloster,25,51682,0.48,Car,0,0,0
2005,MAZDA,MAZDA,mx-5 miata,2,4135,0.48,MPV,170,80,8000
2010,HONDA,HONDA,element,8,16560,0.48,MPV,166,89,10000
2010,HONDA,ACURA,TSX,23,47770,0.48,Car,0,0,0
2010,TOYOTA,TOYOTA,avalon,7,14551,0.48,Car,268,82,10000
2004,TOYOTA,TOYOTA,sienna van,106,220314,0.48,MPV,215,82,5000
2007,GENERAL MOTORS,BUICK,RENDEZVOUS,14,29187,0.48,MPV,242,72,4000
2009,FORD MOTOR CO,LINCOLN,MKZ,8,16676,0.48,Car,263,75,8000
2012,SUBARU,SUBARU,tribeca,1,2085,0.48,MPV,256,80,15000
2010,HYUNDAI,HYUNDAI,tucson,11,22950,0.48,MPV,176,91,8000
2010,GENERAL MOTORS,CHEVROLET,COLORADO PICKUP,12,25073,0.48,Truck,242,80,10000
2008,SUBARU,SUBARU,b9 tribeca,9,18805,0.48,MPV,230,80,8000
2007,VOLKSWAGEN,VOLKSWAGEN,new beetle,13,27249,0.48,Car,150,75,8000
2009,AUDI,AUDI,A6,2,4193,0.48,Car,255,75,7000
2012,AUDI,AUDI,A4/A5,18,37744,0.48,Car,211,70,15000
2009,GENERAL MOTORS,PONTIAC,SOLSTICE,2,4202,0.48,Car,260,73,22000
2009,HONDA,HONDA,pilot,40,84089,0.48,MPV,250,90,10000
2008,BMW,BMW,x3,10,21033,0.48,MPV,260,79,8000
2008,MAZDA,MAZDA,rx-8,1,2106,0.47,Car,232,78,9000
2012,HONDA,ACURA,MDX,24,50568,0.47,MPV,300,80,15000
2014,PORSCHE,PORSCHE,911,5,10575,0.47,Car,350,80,80000
2006,VOLVO,VOLVO,V 70,3,6355,0.47,Car,208,80,5600
2012,HYUNDAI,HYUNDAI,tucson,27,57218,0.47,MPV,176,79,9800
2007,HYUNDAI,HYUNDAI,veracruz,6,12726,0.47,MPV,260,82,8000
2005,SUBARU,SUBARU,forester,24,50942,0.47,Car,230,85,8000
2011,VOLVO,VOLVO,XC 90,5,0,0.47,MPV,240,80,12000
2006,HONDA,HONDA,cr-v,70,149659,0.47,MPV,156,83,6000
2014,TOYOTA,TOYOTA,highlander,38,81277,0.47,MPV,270,85,20000
2004,NISSAN,INFINITI,I35,6,12840,0.47,Car,255,80,6000
2014,TOYOTA,TOYOTA,sienna,59,126353,0.47,MPV,266,89,25000
2010,VOLVO,VOLVO,V 50,1,2148,0.47,Car,150,75,8000
2006,VOLVO,VOLVO,XC 70,6,12895,0.47,MPV,208,78,7000
2010,FORD MOTOR CO,MERCURY,MARINER,14,30142,0.46,MPV,171,71,10000
2009,GENERAL MOTORS,GMC,CANYON PICKUP,4,8614,0.46,Truck,242,75,8000
2011,TOYOTA,TOYOTA,sienna van,87,0,0.46,MPV,266,84,12000
2009,HONDA,ACURA,MDX,16,34540,0.46,MPV,300,82,9000
2012,MAZDA,MAZDA,mx-5 miata,3,6501,0.46,Car,167,84,18000
2012,BMW,BMW,m3,1,2170,0.46,Car,414,80,45000
2010,SUBARU,SUBARU,legacy,16,34726,0.46,Car,170,80,8000
2010,CHRYSLER,JEEP,WRANGLER,45,98149,0.46,MPV,205,80,15000
2004,SUBARU,SUBARU,legacy/outback,28,61160,0.46,Car,165,83,7000
2014,GENERAL MOTORS,CHEVROLET,EQUINOX,98,214114,0.46,MPV,182,80,12000
2012,TOYOTA,LEXUS,RX,30,65554,0.46,MPV,270,89,20000
2008,MERCEDES-BENZ,MERCEDES-BENZ,slk-class,2,4379,0.46,Car,228,76,15000
2011,TOYOTA,TOYOTA,4runner,26,0,0.46,MPV,270,85,15000
2004,VOLVO,VOLVO,V 70,7,15335,0.46,Car,208,85,5000
2012,BMW,BMW,1,4,8770,0.46,Car,0,0,0
2005,FORD MOTOR CO,MERCURY,MONTEGO,13,28517,0.46,Car,203,74,4000
2007,VOLVO,VOLVO,XC 70,6,13197,0.45,MPV,208,80,8500
2004,GENERAL MOTORS,SATURN,VUE,42,92536,0.45,MPV,181,80,3000
2007,HONDA,HONDA,cr-v,104,229378,0.45,MPV,166,82,9000
2009,HYUNDAI,HYUNDAI,tucson,5,11032,0.45,MPV,165,85,8000
2008,HONDA,ACURA,MDX,26,57380,0.45,MPV,300,80,10000
2004,SUBARU,SUBARU,baja,1,2208,0.45,MPV,165,80,6000
2012,CHRYSLER,JEEP,WRANGLER,64,141387,0.45,MPV,285,80,20000
2007,PORSCHE,PORSCHE,boxster,2,4427,0.45,Car,245,80,25000
2013,HONDA,ACURA,TL,11,24361,0.45,Car,305,80,20000
2012,HONDA,ACURA,TL,24,53260,0.45,Car,305,80,15000
2004,GENERAL MOTORS,SATURN,LW,1,2226,0.45,Car,175,78,6000
2013,FORD MOTOR CO,FORD,C-MAX,25,55763,0.45,MPV,141,75,12000
2004,GENERAL MOTORS,CHEVROLET,MALIBU MAXX,16,35760,0.45,Car,0,0,0
2012,HONDA,HONDA,insight,3,6723,0.45,Car,98,87,10000
2012,FORD MOTOR CO,FORD,FLEX,9,20181,0.45,MPV,285,80,12000
2007,TOYOTA,LEXUS,ES,54,121577,0.44,Car,272,90,8000
2013,GENERAL MOTORS,CHEVROLET,EQUINOX,115,259361,0.44,MPV,182,78,12000
2005,GENERAL MOTORS,PONTIAC,montana van,14,31583,0.44,MPV,0,0,0
2014,TOYOTA,TOYOTA,avalon,29,65552,0.44,Car,268,86,16800
2010,BMW,MINI,COOPER,18,40706,0.44,Car,118,76,10000
2010,VOLKSWAGEN,VOLKSWAGEN,golf/rabbit/gti,11,24911,0.44,Car,200,78,10000
2010,TOYOTA,LEXUS,GS,3,6801,0.44,Car,303,87,15000
2010,CHRYSLER,CHRYSLER,PT CRUISER,5,11358,0.44,MPV,150,78,10000
2012,GENERAL MOTORS,GMC,TERRAIN,44,100103,0.44,MPV,182,80,10000
2008,SUBARU,SUBARU,outback,28,63741,0.44,MPV,170,85,8000
2009,VOLKSWAGEN,VOLKSWAGEN,new beetle,8,18284,0.44,Car,150,80,9000
2008,VOLVO,VOLVO,S 80,5,11433,0.44,Car,235,75,5000
2008,SAAB,SAAB,43711,8,18364,0.44,Car,255,72,15000
2013,TOYOTA,TOYOTA,highlander,74,170215,0.43,MPV,270,88,18000
2011,TOYOTA,TOYOTA,highlander,38,0,0.43,MPV,270,89,11000
2007,SUBARU,SUBARU,forester,19,43985,0.43,Car,173,78,7600
2014,KIA,KIA,sedona,6,13917,0.43,MPV,269,80,12000
2014,BMW,BMW,z4,1,2327,0.43,Car,300,87,35000
2013,VOLVO,VOLVO,C30,1,2331,0.43,Car,227,85,19500
2009,MAZDA,MAZDA,tribute,2,4670,0.43,MPV,171,81,9000
2014,TOYOTA,LEXUS,CT,5,11749,0.43,Car,134,81,15000
2011,TOYOTA,TOYOTA,venza,18,0,0.43,MPV,268,79,11000
2004,HONDA,HONDA,cr-v,65,153562,0.42,MPV,0,0,0
2013,MERCEDES-BENZ,MERCEDES-BENZ,smart fortwo,6,14179,0.42,Car,74,72,12360
2010,MAZDA,MAZDA,mx-5 miata,3,7090,0.42,Car,167,85,12000
2010,TOYOTA,LEXUS,ES,23,54389,0.42,Car,268,90,12000
2012,SUBARU,SUBARU,forester,27,64142,0.42,MPV,170,82,10000
2014,TOYOTA,LEXUS,LS,4,9512,0.42,Car,386,85,45000
2004,TOYOTA,TOYOTA,prius,20,47970,0.42,Car,76,84,5000
2008,MITSUBISHI,MITSUBISHI,outlander,6,14445,0.42,MPV,220,80,5000
2013,AUDI,AUDI,A6,8,19268,0.42,Car,310,72,24000
2011,SUBARU,SUBARU,legacy,21,0,0.41,Car,0,0,0
2013,TOYOTA,LEXUS,RX,56,136263,0.41,MPV,270,85,22000
2009,BMW,BMW,5,9,21963,0.41,Car,300,90,20000
2013,HYUNDAI,HYUNDAI,santa fe,45,110159,0.41,MPV,290,80,12000
2014,BMW,MINI,COOPER,19,46626,0.41,Car,134,79,20000
2011,HYUNDAI,HYUNDAI,tucson,32,0,0.41,MPV,165,80,8000
2009,HONDA,HONDA,odyssey van,30,73777,0.41,MPV,248,85,6000
2011,FORD MOTOR CO,LINCOLN,MKX,11,0,0.41,MPV,305,80,13500
2006,GENERAL MOTORS,SATURN,RELAY,2,4935,0.41,MPV,240,74,25000
2012,TOYOTA,TOYOTA,fj cruiser,6,14852,0.4,MPV,260,86,19000
2012,MERCEDES-BENZ,MERCEDES-BENZ,slk-class,2,4953,0.4,Car,0,0,0
2014,SUBARU,SUBARU,legacy,14,34682,0.4,Car,256,83,18000
2010,HONDA,ACURA,3.2 TL,15,37466,0.4,Car,270,80,12000
2012,MERCEDES-BENZ,MERCEDES-BENZ,smart fortwo,2,5035,0.4,Car,70,82,12000
2012,VOLKSWAGEN,VOLKSWAGEN,golf,10,25207,0.4,Car,170,82,12000
2012,NISSAN,NISSAN,murano,23,58188,0.4,MPV,260,80,12000
2012,GENERAL MOTORS,CHEVROLET,EQUINOX,87,220965,0.39,MPV,182,80,11000
2014,HONDA,ACURA,RDX,17,43179,0.39,MPV,273,90,15000
2009,BMW,BMW,1,4,10189,0.39,Car,230,70,13000
2012,VOLKSWAGEN,VOLKSWAGEN,beetle,12,30622,0.39,Car,200,80,12000
2013,MASERATI,MASERATI,granturismo,1,2553,0.39,Car,405,58,77000
2006,HONDA,HONDA,odyssey van,75,192364,0.39,MPV,244,87,6995
2007,BMW,MINI,COOPER,15,38511,0.39,Car,172,80,8000
2006,HONDA,ACURA,MDX,20,51380,0.39,Car,253,81,5700
2014,MASERATI,MASERATI,ghibli,3,7720,0.39,Car,404,75,33000
2011,MITSUBISHI,MITSUBISHI,lancer,11,0,0.39,Car,148,80,10000
2007,JAGUAR,JAGUAR,s-type,1,2582,0.39,Car,268,75,8500
2014,FORD MOTOR CO,FORD,C-MAX,8,20667,0.39,MPV,141,78,15000
2014,NISSAN,NISSAN,leaf,4,10339,0.39,Car,107,87,10000
2011,HONDA,HONDA,pilot,63,0,0.38,MPV,250,90,12000
2009,FORD MOTOR CO,FORD,RANGER PICKUP,19,49466,0.38,Truck,143,85,15000
2009,SUBARU,SUBARU,forester,34,88771,0.38,MPV,170,78,8000
2005,TOYOTA,TOYOTA,prius,46,121020,0.38,Car,76,85,7000
2014,TOYOTA,LEXUS,ES,27,71126,0.38,Car,268,83,25000
2009,PORSCHE,PORSCHE,911,3,7929,0.38,Car,385,75,40000
2011,NISSAN,NISSAN,juke,16,0,0.38,Car,188,80,9000
2009,FORD MOTOR CO,MERCURY,MILAN,7,18556,0.38,Car,160,60,6500
2010,FORD MOTOR CO,FORD,RANGER PICKUP,22,58434,0.38,Truck,207,80,16000
2014,TOYOTA,TOYOTA,prius,69,184189,0.37,Car,134,87,15000
2014,SUBARU,SUBARU,outback,46,122958,0.37,MPV,173,82,21000
2010,NISSAN,NISSAN,murano,22,58921,0.37,MPV,265,80,8000
2011,NISSAN,NISSAN,murano,21,0,0.37,MPV,260,82,12000
2010,AUDI,AUDI,Q5,7,18853,0.37,MPV,211,75,12000
2011,HYUNDAI,HYUNDAI,azera,1,0,0.37,Car,260,85,10000
2004,HONDA,HONDA,pilot,50,135591,0.37,MPV,240,85,5000
2013,BENTLEY MOTORS,BENTLEY MOTORS,CONTINENTAL,1,2713,0.37,Car,500,85,70000
2009,BMW,BMW,x3,2,5448,0.37,MPV,260,75,12000
2004,VOLVO,VOLVO,XC 70,9,24528,0.37,MPV,208,80,5000
2014,MAZDA,MAZDA,cx-9,7,19109,0.37,MPV,273,85,13000
2013,HONDA,HONDA,cr-v,102,278583,0.37,MPV,185,85,12000
2014,SUBARU,SUBARU,forester,53,145636,0.36,MPV,170,85,15000
2012,TOYOTA,TOYOTA,RAV4,62,170414,0.36,MPV,179,86,12000
2011,FORD MOTOR CO,LINCOLN,MKZ,9,0,0.36,Car,263,76,7000
2011,TOYOTA,TOYOTA,fj cruiser,4,0,0.36,MPV,260,90,18000
2005,SUBARU,SUBARU,outback,29,79980,0.36,MPV,168,80,5000
2011,HONDA,ACURA,TSX,8,0,0.36,Car,0,0,0
2009,HONDA,HONDA,element,4,11114,0.36,MPV,166,85,8000
2008,HONDA,HONDA,cr-v,82,228315,0.36,MPV,166,89,8000
2014,TOYOTA,TOYOTA,RAV4,71,199173,0.36,MPV,176,86,15000
2011,GENERAL MOTORS,CHEVROLET,EQUINOX,67,0,0.36,MPV,182,74,10000
2014,GENERAL MOTORS,CADILLAC,CTS,14,39484,0.35,Car,272,70,25000
2012,AUDI,AUDI,Q5,12,33880,0.35,Car,272,90,15000
2005,JAGUAR,JAGUAR,x-type,4,11299,0.35,Car,227,55,4500
2004,BMW,MINI,COOPER,11,31126,0.35,Car,115,80,4000
2012,HYUNDAI,HYUNDAI,equus,1,2848,0.35,Car,429,85,20000
2010,SUBARU,SUBARU,outback,25,71253,0.35,MPV,170,80,12000
2004,SUBARU,SUBARU,forester,22,62733,0.35,Car,165,80,5000
2011,BMW,MINI,COOPER,17,0,0.35,Car,181,75,12000
2013,JAGUAR LAND ROVER,LAND ROVER,EVOQUE,5,14367,0.35,MPV,240,70,20000
2014,NISSAN,NISSAN,nv 200 taxi,4,11577,0.35,MPV,131,80,25000
2013,BMW,BMW,1,3,8704,0.34,Car,300,80,25000
2011,FORD MOTOR CO,FORD,RANGER PICKUP,34,0,0.34,Truck,143,86,18000
2014,SUBARU,SUBARU,xv crosstrek,30,87381,0.34,MPV,148,80,16000
2012,NISSAN,NISSAN,juke,13,37933,0.34,Car,188,80,10000
2011,MITSUBISHI,MITSUBISHI,outlander,12,0,0.34,MPV,230,85,10000
2012,JAGUAR LAND ROVER,LAND ROVER,LR2,1,2921,0.34,MPV,240,72,15000
2012,BMW,MINI,COOPER,24,70328,0.34,Car,181,80,12000
2010,VOLVO,VOLVO,S 80,3,8805,0.34,Car,230,84,12000
2004,AUDI,AUDI,TT,2,5889,0.34,Car,225,75,8000
2008,TOYOTA,LEXUS,ES,27,79585,0.34,Car,272,88,8000
2011,VOLVO,VOLVO,S 60,1,0,0.34,Car,300,82,12000
2004,SAAB,SAAB,43711,10,29534,0.34,Car,0,0,0
2005,GENERAL MOTORS,SATURN,RELAY,6,17794,0.34,MPV,215,75,3500
2012,TOYOTA,LEXUS,ES,11,32739,0.34,Car,268,84,15000
2009,MITSUBISHI,MITSUBISHI,outlander,4,11904,0.34,MPV,220,80,8000
2014,GENERAL MOTORS,BUICK,ENCORE,18,53672,0.34,MPV,138,80,15000
2007,TOYOTA,TOYOTA,prius,53,158715,0.33,Car,76,89,7000
2010,BMW,BMW,5,12,35988,0.33,Car,272,88,9500
2012,NISSAN,NISSAN,cube,2,6021,0.33,Car,122,81,10000
2011,VOLVO,VOLVO,XC 60,4,0,0.33,MPV,0,74,13000
2006,BMW,MINI,COOPER,17,51271,0.33,Car,115,75,8000
2013,TOYOTA,TOYOTA,fj cruiser,4,12066,0.33,MPV,260,85,26000
2010,SUBARU,SUBARU,forester,37,111861,0.33,MPV,170,85,10000
2013,GENERAL MOTORS,CHEVROLET,VOLT,9,27484,0.33,Car,149,79,15000
2009,TOYOTA,TOYOTA,prius,27,82659,0.33,Car,110,83,9000
2012,AUDI,AUDI,A6,6,18374,0.33,Car,300,80,15000
2005,SAAB,SAAB,43713,2,6137,0.33,Car,260,75,8000
2013,BMW,MINI,COOPER,24,73871,0.32,Car,121,72,14000
2010,TOYOTA,LEXUS,RX,49,152431,0.32,MPV,275,88,12000
2014,HONDA,ACURA,MDX,22,68547,0.32,MPV,290,85,25000
2014,GENERAL MOTORS,CHEVROLET,VOLT,7,21840,0.32,Car,149,75,16000
2010,HONDA,HONDA,cr-v,64,200327,0.32,MPV,180,85,12000
2011,FORD MOTOR CO,MERCURY,MILAN,2,0,0.32,Car,240,76,12000
2013,TOYOTA,TOYOTA,RAV4,71,224601,0.32,MPV,176,86,14000
2012,SUZUKI,SUZUKI,kizashi,2,6331,0.32,Car,180,80,10000
2011,VOLKSWAGEN,VOLKSWAGEN,golf/rabbit/gti,10,0,0.32,Car,200,80,12000
2007,SAAB,SAAB,43711,7,22401,0.31,Car,255,78,10000
2011,NISSAN,NISSAN,quest van,5,0,0.31,MPV,260,84,8000
2011,MAZDA,MAZDA,tribute,1,0,0.31,MPV,171,70,12000
2011,HONDA,HONDA,fit,13,0,0.31,Car,117,80,10000
2013,HONDA,HONDA,fit,25,80291,0.31,Car,117,88,10000
2010,TOYOTA,TOYOTA,prius,78,250553,0.31,Car,98,86,10500
2012,VOLVO,VOLVO,XC 60,5,16144,0.31,MPV,240,82,14000
2014,AUDI,AUDI,A6,7,22620,0.31,Car,310,75,29000
2014,JAGUAR LAND ROVER,JAGUAR,XF,1,3239,0.31,Car,240,80,22000
2012,TOYOTA,SCION,IQ,3,9744,0.31,Car,94,85,12000
2007,HONDA,HONDA,odyssey van,64,208166,0.31,MPV,244,78,6000
2010,VOLVO,VOLVO,XC 90,3,9846,0.3,MPV,235,77,10000
2012,TOYOTA,TOYOTA,prius,67,220571,0.3,Car,134,90,12000
2009,TOYOTA,LEXUS,ES,13,42833,0.3,Car,272,82,12000
2010,VOLKSWAGEN,VOLKSWAGEN,passat,4,13204,0.3,Car,200,80,8000
2011,HYUNDAI,HYUNDAI,equus,1,0,0.3,Car,385,89,15000
2011,TOYOTA,TOYOTA,avalon,17,0,0.3,Car,268,90,12000
2014,HONDA,HONDA,cr-v,115,383890,0.3,MPV,185,88,15000
2014,BMW,BMW,x1,8,26766,0.3,Car,240,76,15000
2012,SUBARU,SUBARU,outback wagon,29,97633,0.3,MPV,170,82,12000
2013,TOYOTA,SCION,XD,3,10112,0.3,Car,128,84,9300
2012,HONDA,HONDA,cr-v,68,230293,0.3,MPV,185,88,14000
2014,TOYOTA,SCION,XB,5,16975,0.29,Car,158,82,16000
2008,KIA,KIA,amanti,1,3398,0.29,Car,264,78,5000
2013,TOYOTA,SCION,XB,5,17136,0.29,Car,158,83,15000
2013,HONDA,HONDA,insight,2,6882,0.29,Car,98,85,12000
2009,JAGUAR LAND ROVER,LAND ROVER,LR2,1,3443,0.29,MPV,230,70,9000
2005,VOLVO,VOLVO,V 50,2,6909,0.29,Car,218,80,6500
2007,FORD MOTOR CO,MERCURY,MARINER,6,20842,0.29,MPV,0,0,0
2004,GENERAL MOTORS,OLDSMOBILE,BRAVADA,1,3475,0.29,MPV,275,75,5000
2011,SUBARU,SUBARU,outback,37,0,0.29,MPV,170,90,10000
2014,MAZDA,MAZDA,mx-5 miata,1,3491,0.29,Car,167,80,20000
2011,MERCEDES-BENZ,MERCEDES-BENZ,smart fortwo,1,0,0.28,Car,70,78,12000
2014,TOYOTA,TOYOTA,fj cruiser,5,17726,0.28,MPV,260,85,25000
2013,BMW,BMW,m3,1,3560,0.28,Car,414,70,40000
2012,TOYOTA,LEXUS,CT,6,21668,0.28,Car,134,80,15000
2009,BMW,BMW,z4/m,1,3637,0.28,Car,215,80,15000
2011,HONDA,HONDA,cr-v,70,0,0.27,MPV,180,86,12000
2013,TOYOTA,LEXUS,LS,3,10967,0.27,Car,386,86,35200
2011,NISSAN,NISSAN,xterra,6,0,0.27,MPV,261,80,15000
2013,TOYOTA,TOYOTA,prius,64,236411,0.27,Car,134,85,15000
2008,BMW,MINI,COOPER,11,40950,0.27,Car,118,77,9000
2012,NISSAN,INFINITI,EX35,1,3734,0.27,Car,297,75,13000
2010,GENERAL MOTORS,GMC,TERRAIN,13,48605,0.27,MPV,182,85,8000
2010,SUZUKI,VITARA,GRAND VITARA,2,7498,0.27,MPV,185,80,11000
2006,SUBARU,SUBARU,baja,2,7498,0.27,MPV,230,82,8000
2012,GENERAL MOTORS,CADILLAC,SRX,18,67705,0.27,MPV,308,82,12000
2013,NISSAN,NISSAN,juke,13,49105,0.26,Car,188,78,9000
2010,HONDA,HONDA,odyssey van,30,113418,0.26,MPV,248,80,9000
2011,GENERAL MOTORS,GMC,TERRAIN,22,0,0.26,MPV,182,75,10000
2008,NISSAN,INFINITI,EX35,4,15202,0.26,Car,297,77,8000
2013,NISSAN,NISSAN,quest van,3,11559,0.26,MPV,260,75,12000
2011,BMW,BMW,x3,6,0,0.26,MPV,300,80,15000
2009,TOYOTA,TOYOTA,venza,15,58897,0.25,MPV,268,90,10000
2010,MITSUBISHI,MITSUBISHI,outlander,4,15936,0.25,MPV,230,80,10000
2009,HONDA,HONDA,fit,21,83765,0.25,Car,117,85,8000
2008,MAZDA,MAZDA,mx-5 miata,4,16044,0.25,Car,170,80,10000
2010,PORSCHE,PORSCHE,911,1,4030,0.25,Car,385,80,70000
2009,SUBARU,SUBARU,outback,9,36410,0.25,MPV,170,85,9000
2012,GENERAL MOTORS,BUICK,VERANO,8,32639,0.25,Car,180,80,10000
2011,HONDA,HONDA,odyssey van,25,0,0.24,MPV,248,87,10000
2006,MAZDA,MAZDA,b series pickup,1,4229,0.24,Truck,207,72,8000
2013,BMW,BMW,x1,4,16976,0.24,Car,241,83,14000
2011,TOYOTA,LEXUS,RX,18,0,0.24,MPV,275,90,15000
2006,GENERAL MOTORS,BUICK,TERRAZA VAN,3,12767,0.24,MPV,217,78,4000
2008,VOLVO,VOLVO,XC 70,3,12793,0.23,MPV,235,84,7500
2012,HYUNDAI,HYUNDAI,veracruz,2,8560,0.23,MPV,260,89,15000
2013,TOYOTA,LEXUS,ES,21,90063,0.23,Car,268,87,21000
2009,HONDA,HONDA,cr-v,40,171943,0.23,MPV,166,86,8000
2013,TOYOTA,LEXUS,CT,4,17423,0.23,Car,134,82,17000
2013,VOLVO,VOLVO,C 70,1,4380,0.23,Car,227,78,25000
2011,TOYOTA,LEXUS,ES,10,0,0.23,Car,268,82,13000
2009,FORD MOTOR CO,FORD,crown victoria,8,36101,0.22,Car,224,85,5000
2010,TOYOTA,LEXUS,HS,4,18091,0.22,Car,187,70,8000
